schema,study_id,schedule_id,block_id,block_index,order_position,backend,world_id,site_family,world_split,world_bundle,world_sdf,world_name,start_id,start_x_m,start_y_m,start_yaw_rad,truth_map_yaml,truth_registration_id,truth_to_map_x_m,truth_to_map_y_m,truth_to_map_yaw_rad,method,strategy,coverage_objective,condition,replicate_seed,randomization_seed,max_duration_s,max_distance_m,max_decisions,goal_timeout_s,run_output_dir,evidence_tier,formal_result_eligible,eligibility_reasons,source_tree_sha256,world_bundle_sha256,world_sdf_sha256,method_config_sha256,condition_config_sha256,shared_stack_sha256,world_registry_sha256,run_config_sha256
sstg_system_sim_run_schedule/v2,gazebo_stage0_bridgefix_corridor_20260801,gazebo_stage0_bridgefix_corridor_20260801__dev_corridor_01__start_west__nominal__seed_113__order_01__sstg,gazebo_stage0_bridgefix_corridor_20260801__dev_corridor_01__start_west__nominal__seed_113,1,1,gazebo_harmonic,dev_corridor_01,corridor_alcoves,development,ros2_ws/src/sstg_gazebo/worlds/development/corridor_alcoves/dev_corridor_01,ros2_ws/src/sstg_gazebo/worlds/development/corridor_alcoves/dev_corridor_01/world.sdf,dev_corridor_01,start_west,-6.5,0,0,ros2_ws/src/sstg_gazebo/worlds/development/corridor_alcoves/dev_corridor_01/evaluation/truth_map.yaml,dev_corridor_01:start_west:inverse_spawn_pose,6.5,0,0,sstg,sstg,joint,nominal,113,733,180,30,2,90,system_sim_outputs/runs/gazebo_stage0_bridgefix_corridor_20260801/gazebo_stage0_bridgefix_corridor_20260801__dev_corridor_01__start_west__nominal__seed_113__order_01__sstg,development,false,evidence_tier_is_development|shared_stack_not_frozen:development|condition_not_frozen:development|method_not_frozen:sstg:frozen_from_procedural_benchmark_for_development|world_not_test_split:dev_corridor_01:development|world_not_formal_eligible:dev_corridor_01,faf3f20d14b4195f79bdb148dd9ac59091ee12e9cd27e6a4f5ead9f39ed7cfaa,96bda98118d55b9649f672fe459d4ee7723a158b68536502661708aec3cd122c,ab62d145858292df9e0ab87b585c055704b358180c07fe43d59328579606876b,25c5c3016bacf3a012c0daac4c81ca717f15978f2437f6291cfba9fdc012a3d7,6cbb040a8ee64636241718690d66d4e4e7fcec5ec3f384a030ea3d66339d6c2e,72a1eaa5cc956c5b69035bc820a6cb19052560bf018e06fa9093293b9fcf7ebd,d4e3109a228ce52b6b834e863eecdffe058c60eb2f664eda0c3384ca866795eb,f708add499c467ad597c9416befea87908a9723110bacf98fea1f8d3fde34d5d
sstg_system_sim_run_schedule/v2,gazebo_stage0_bridgefix_corridor_20260801,gazebo_stage0_bridgefix_corridor_20260801__dev_corridor_01__start_west__nominal__seed_127__order_01__sstg,gazebo_stage0_bridgefix_corridor_20260801__dev_corridor_01__start_west__nominal__seed_127,2,1,gazebo_harmonic,dev_corridor_01,corridor_alcoves,development,ros2_ws/src/sstg_gazebo/worlds/development/corridor_alcoves/dev_corridor_01,ros2_ws/src/sstg_gazebo/worlds/development/corridor_alcoves/dev_corridor_01/world.sdf,dev_corridor_01,start_west,-6.5,0,0,ros2_ws/src/sstg_gazebo/worlds/development/corridor_alcoves/dev_corridor_01/evaluation/truth_map.yaml,dev_corridor_01:start_west:inverse_spawn_pose,6.5,0,0,sstg,sstg,joint,nominal,127,733,180,30,2,90,system_sim_outputs/runs/gazebo_stage0_bridgefix_corridor_20260801/gazebo_stage0_bridgefix_corridor_20260801__dev_corridor_01__start_west__nominal__seed_127__order_01__sstg,development,false,evidence_tier_is_development|shared_stack_not_frozen:development|condition_not_frozen:development|method_not_frozen:sstg:frozen_from_procedural_benchmark_for_development|world_not_test_split:dev_corridor_01:development|world_not_formal_eligible:dev_corridor_01,faf3f20d14b4195f79bdb148dd9ac59091ee12e9cd27e6a4f5ead9f39ed7cfaa,96bda98118d55b9649f672fe459d4ee7723a158b68536502661708aec3cd122c,ab62d145858292df9e0ab87b585c055704b358180c07fe43d59328579606876b,25c5c3016bacf3a012c0daac4c81ca717f15978f2437f6291cfba9fdc012a3d7,6cbb040a8ee64636241718690d66d4e4e7fcec5ec3f384a030ea3d66339d6c2e,72a1eaa5cc956c5b69035bc820a6cb19052560bf018e06fa9093293b9fcf7ebd,d4e3109a228ce52b6b834e863eecdffe058c60eb2f664eda0c3384ca866795eb,2ca320e6cf2044902ab407696988903dacb765032c3ad4d81808cfc5e702e961
